reviews,ratings,votes,class,classnum
"Some things were already learned in previous courses. Lacking a bit of depth. Other than that, great course",3,0,neutral,0
Response from staff to technical issues in the hands-on learning has been unsatisfactory.,3,0,neutral,0
The instructor was great just some of the labs were difficult to follow at times,3,0,neutral,0
lots of glitching so i had to repeat the whole course to complete it;,3,0,neutral,0
It's already the 4th module and it's still very basic and repetitive.,3,0,neutral,0
Satisfactory but i am still not able to use SQL .,3,0,neutral,0
MORE TIME AND PRACTICE NEEDED FOR THE PROGRAMME,3,0,neutral,0
nice course but should have more practice ,3,0,neutral,0
make it more practical learning,3,0,neutral,0
The progress is too slow.,3,0,neutral,0
I was very hard for SQL.,3,0,neutral,0
not per expectation,3,0,neutral,0
need more time ,3,0,neutral,0
good,3,0,neutral,0
<U+200B>,3,0,neutral,0
"I loved the SQL part however, About Big Query watch out guys I had an issue with my billing and honestlly I think that considering we are here learining making you add a credit card to write data into google big querry is a shame, they should let us know that the tool only allows read and not write therefore not all excercises are available for students. ",2,0,bad,-1
I needed more time to complete the course than was allowed on the big quesry free trial. there should be a longer subscription that comes included with this course. I also dont need resume help so it would be nice if that section was optional,2,0,bad,-1
B<U+200B>arley any material to work through. If I was completely new I'd barley learn a thing. The instructor is great but should provide more training excercises. ex Codecademy's coureses are so far VERY much superiour in their teachings.,2,0,bad,-1
Final test was unclear and half of the course is about finding a job in data analysis not about process data or anything related.,2,0,bad,-1
"I felt as cheateted by google and coursera,because there is no my name on my certificate then who can  believe  that it is mine,",2,0,bad,-1
"Till now, I have not received any benefits from these courses. It seems I am wasting my time. ",2,0,bad,-1
Great explanations with clarity. I love it,2,0,bad,-1
Overall Good!,2,0,bad,-1
boring,2,0,bad,-1
"T<U+200B>his has no practical use for actual SQL.L<U+200B>et me explain.  This presents basics of SQL which took me perhaps 15 minutes to learn.  As others have noted, there are nowhere near enough hands-on tasks to practice.  Further, none of the practiced SQL skills are of any value in the real world.  This course did not teach how to, for example, join to tables, perform a calculation on some lines of one of the tables, enter that as a new column, and output only a selection from all three dependent on the value in a tertiary column.I<U+200B> might mark the coursera charges as fraud after I get my certificate, becuase this course DID NOT teach SQL.",1,0,bad,-1
i<U+200B> cant access my certificate which is dissapointing for this entire course I completed. I have a coursera subscription.,1,0,bad,-1
what is the fun even after completing  the module it shows you cannot get into next part,1,0,bad,-1
"This module is honestly very badly made. Firstly, there is a lack of explanation on more complex queries. Secondly, some of them do not work and give syntax errors even after trying multiple times.Thirdly, I encountered a question on the weekly challenge that was marking the right answer as wrong and suggesting the wrong one was correct.There are a lot of similar complains in the week 4 of this module in the discussion.  For an important module that is heavily covered in SQL, it should have been better made. Unfortunately, I will have to redo SQL in a different course to learn better.",2,49,bad,-1
The difficulty level has gone up so high from the previous module.It was quite difficult to follow on some part of the module.,3,38,neutral,0
"Does the instructor even know that this is a course for beginners who have zero experience with SQL ? She was too fast in SQL Queries, and she wasn't even explaining why and what is she doing, frankly you could've added all SQL videos without any commentary from her and it wouldn't have a made any difference.Will have to study SQL from a different source. Very poorly put course.",1,37,bad,-1
"I'm a little disappointment in the teaching format here - it seems like there should be more structure  and repetition of concepts. I was really discouraged in Week 1 where the Qwiklabs project was totally out of scope for the rest of the Week 1 syllabus - I found myself copying and pasting SQL without any context about meaning. I feel that there should be a whole module of videos about just using some of the Spreadsheet and SQL functions via elementary case studies. I understand everything in the moment and pass the tests, but I don't feel like this necessarily prepares me for the job.",3,35,neutral,0
"although the reading material is very well constructed, but in that particular course all video materials were useless to me; the instructor talked so fast, she went through complicated formulas and queries with a very quick pace making it impossible to follow with her ",2,34,bad,-1
It is the worst course amongst all courses of this certificate..,1,27,bad,-1
Could use some work - possibly spending more time breaking down the SQL sections and rearranging the order of some of the videos/readings.,3,25,neutral,0
There are lack of practices on session of subqueries. ,4,24,neutral,0
Some part of the course goes into very basic and some part of the course goes to advance part very fast.Entire course Audio is too low.The course contains very basics of Data analysis. ,3,22,neutral,0
"Courses 1-4 all had great flow. Each course left me with the feeling of building towards the next step in the data analysis process. This course fell short of that. Compared to the preceding courses, this course came across as disorganized and most of the lessons simply reviewed skills presented in previous courses. For the course focused on the analyze step of a data analytics certificate, I expected much more than a scattered review of previous concepts. ",2,21,bad,-1
"Well, we didn't answer many questions in that course. We did, however, get the copy/past SQL queries, watch presenters write SQL queries, putting more effort in spelling out the name of the database that they were querying than actually explaining the query itself. Oh, yes, and at one of the labs, we did get to see a solution which was incorrect and made no sense.",1,20,bad,-1
"There needs to be a QA review of the quizzes for Course 5.  Some of the quizzes mark correct answers as wrong.  I have literally plugged a formula into a spreadsheet (ie, vlookup section) or tested a SQL query with my own data set and I was able to get the correct answer, but it was marked as wrong on the quiz.  Other quiz questions just didn't make much sense, like a question where a group by clause was supposed to be used but the group by field wasn't included in the select statement.  The errors/inconsistencies are frustrating.  I didn't have these problems with courses 1 - 4.",3,16,neutral,0
Questions aren't being answered.  We aren't able to get direct answers on specifics.   It feels like no one is manning the course. ,2,16,bad,-1
"Pace is too high, sometimes you need to use external resources to supplement the course material.",1,14,bad,-1
Need more SQL exercises,5,11,good,1
"Good information, well delivered. The only thing I don't like are the QwikLabs. They're awkward to get into, and then a lot of the instructions involve cutting and pasting SQL queries rather than learning to type and format them yourself. I try to understand what I've pasted, but in the more complex ones I still have trouble. The course (and earlier ones) should take more time on simpler queries typed in manually before moving on to cutting and pasting for complex queries.",4,11,neutral,0
"This course failed in terms of explaining the more complex SQL queries. The instructor did not explain the logic behind some of her queries, made too many mistakes, and the hands-on assignments were all about copying and pasting. Also, the reflect questions were too repetitive and meaningless.",2,9,bad,-1
Information seemed to be hodgepodge at times.  Oddly put together and had the feeling of being crammed.,2,9,bad,-1
"This is probably the least interesting course in the series so far. It only revolves around more processes to manipulate and clean data without giving insights in actual analysis. I think it wouldbe great if it included some tools for searching for correlations, the differetn types of relationships among variables (linear, logarithmic, exponential, etc.), discussing about correlation and/or causation, etc., two variables relationships and multiple variables relationships, and so on.",3,7,neutral,0
Covers a lot of material that was already covered in other courses. ideally would focus more on the advanced uses of SQL - which it does to an extent - only more,2,7,bad,-1
"The concepts covered in this course were presented well. It does seem that a lot of this course felt more like part 2 of the ""Process"" step instead of the ""Analyze"" step. This course helped with learning many new SQL an Spreadsheet functions, however I feel if perhaps some introductory Statistics were included, it would help with the goal of the ""Analyze"" phase, which is to find trends and relationships in the data. ",4,6,neutral,0
"SQL part was lacking. To use the analogy of chess, you can know how the pieces move, but that's not what learning chess is about, the amount of possibilities to achieve the goal is endless and not all are equally effective. I was hoping this course would teach more about how to use SQL smartly and effectively to solve complex problems. Instead, all I got is SQL syntax with fairly simple examples of applying it.",3,6,neutral,0
  The Google docs/spreadsheets for the project are all locked. I do not have access to them. I have reported the problem numerous times. It has yet to be fixed nor have I received a response.   ,2,4,bad,-1
My hands are not dirty in SQL,1,4,bad,-1
Gratitude!I am in fact a lifelong learner and I had the opportunity to participated in many top notch development experiences. But none like this. I am amazed! 8:-)Too bad I didn′t have an opportunity like this before. But never is too late.I wish that many fellows come by and learn how to improved their skills.  Thank you Coursera and Google!!!,5,2,good,1
"Great primer for more complex SQL queries and data processing. I've often just leaned on post-processing data after doing my SQL queries in spreadsheets/python, but with these new tools it should make my processing much more front-loaded!",5,2,good,1
subquery examples were unnecessarily complex. ultimate course design and deliverables were up to the mark no doubt. more detail and easy to understand technical examples would be much appreciated. ,5,2,good,1
This course gives the limited knowledge about SQL.  Some SQL query used in this course is advanced and the instructor write those query without providing enough explanation. And yes this course is great for introducing the process of data analysis but it is needed to take extra SQL course to grasp some of queries. Good part of this course is the instructor was great.,4,2,neutral,0
"This course was very confusing at times. It needs to be edited again, badly. As others have stated in their reviews, the difficulty of this course is significantly higher than that of the first four courses for the certification, but almost needlessly so. A lot of the difficulty stemmed from the fact that many of the SQL statements simply _do not_ work as written in BigQuery, despite the video showing them written and executed in BigQuery.Concepts explained in the later parts of the course are used as part of numerous SQL statements in in the earlier parts of the course without any introduction or explanation. Many of the SQL statements are also used without any explanation at all. This is a great example of showing someone how to do something, but failing to explain why something works the way it does, or why a particular method is used over another option. ",2,2,bad,-1
Needed access to material like the glossary and some spreadsheets as they were locked. Things were not explained as clearly as they were in the other courses. Which made it difficult to take notes and pass the exams. Also had 2 Qwiklabs that wouldn't work properly. I couldn't download the worksheets to do the labs. Not impressed with this course,2,2,bad,-1
"A<U+200B>lthough the instructor is great, I felt like this course less about analysis and much more about learning SQL and spreasheet tools. They are very important, but they are still tools only. I expected to learn frameworks and tips about data analysis or more life examples on how to analyze data. ",2,2,bad,-1
"The instructor glossed over SQL too quickly, seemed like the lecture was for professionals. I spent the longest time completing this course.",2,2,bad,-1
"This course is honestly very weak. It's very inconsistent. The volumes of the videos keep changing between high and low.The instructor jumps from nested SQL queries to very basic function of SUM in spreadsheet in the next video. Also, I don't understand why the course keeps jumping between spreadsheet and SQL. It would've been much better to cover one first completely before moving on to the next one. Changing the software continuously kills the momentum completely. ",1,2,bad,-1
"T<U+200B>he course challenge was hard but I got an A. I have learned forum posts about the data analyst job market and alleged lack of entry-level jobs are being censored by mods. Enrolling in this specialization was a HUGE mistake for me. So I am going to finish up the minimum requirements, get my final paperwork and make these the last I ever take from Coursera or Google. This is my opinion, frank and honest, so it too will prob. get banned. ",1,2,bad,-1
I<U+200B>nstructor goes too fast on materials. Inconsistent code. Trouble with run some of them despite of copying them directly from resources,1,2,bad,-1
"Overall, this was the best one so far since it wasn't all review like some of the first ones were. That's on me because I come into this with some experience and the setup is so you don't have any. However, I can imagine if you don't have any SQL experience this could have been more challenging. There are some hands on activities, but not enough to really get the learner completely comfortable with new syntax and thought processes. ",5,1,good,1
"Course is easy to follow along, but to really get good at it you'll need to set time aside and go through the helpful links they provide you. I've bookmarked them all and grouped them by category (i.e. SQL, BigQuery, etc.). This way they'll be great references later on in your career.",5,1,good,1
The course content is really good however the course challenge was a bit too easy. A bit tough questions would have made us more accustomed to the different tools we have learnt in this course,5,1,good,1
Quiero resaltar los grandes cambios que ha tenido esta plataforma en pro de fortalecer por medio de la práctica de labs y diferentes ayudas audiovisuales los diferentes conceptos y temarios.,5,1,good,1
"Muy entendible y muy practico, muy recomendado para principiantes en Excel y SQL / Very understandable and practical, highly recommended for beginners in Excel and SQL.",5,1,good,1
I love love love all of the new SQL and spreadsheet functions I've learned. I am really excited to use this skills to making an impact in my future projects. ,5,1,good,1
The course was awesome .I feel very happy when i work through spreadsheet calculation and SQL calculation .Wants to thank my Instructor and also google.,5,1,good,1
"Slightly difficult for a person like me, who does not have any prior knowledge about SQL and databases. But still nice experience.",5,1,good,1
Great course and great introduction to the technical side of data analytics.,5,1,good,1
instructor wasn't as good as previous course,5,1,good,1
amazing course and instructor!,5,1,good,1
"I wish I could give it 4.5 stars. The content got more advanced, but the pace is still reasonable. Sometimes there are stupid questions on the quizzes and even some wrong formulations. I liked the organization (for the most part) and most of the practice. However, sometimes you still don't need to think enough and can copy/paste in too many places. I believe the instructor is knowledgeable, but so far is the driest of them all. Nevertheless, I learned a lot.",4,1,neutral,0
This course was more difficult to follow compared to the other courses (especially some of sql queries). I have previous sql knowledge but i feel like the instructor was doing a lot of complex examples for doing a query for the first time. I think a more step by step approach and building the query would have been easier. I have realized that I will need to take an additional course on SQL bc some of the concepts in this module i did not follow. ,4,1,neutral,0
"This course was critical to the entire certification; unfortunately, it was plagued with errors, particularly in the videos. In two of the tests I had to select the WRONG answer in order to get scored correctly. The access to the weekly Glossary was not working, and two of the Qwiklabs were horrible. FYI... (A/B*100) is not the same as (A/B)*100.",4,1,neutral,0
"I appreciate the many follow along exercises in this course. However, given how much this step is featured within Analytics, I felt fours did not give us ample time to practice the many functions. An additional week where we could practice such functions as Temp Tables and JOINS would be time well spent for the students.",4,1,neutral,0
"There could be more use cases on analyzing and identifying the trends. I learnt the necessary tools now, but don't feel prepared enough to identify the trends. Lecturers always mention ""let data tell the story"". But we did not focus on analyzing the data to transform insights. Hope we will do so on part 7.",4,1,neutral,0
4 ratings because I loved the new knowledge in excel and SQL. Not 5 because I thought the SQL part was bit fast for me and took time to understand compared to other course lessons. The subquery part was bit confusing at first for which I had to do some research. Overall I'm happy to learn something new.,4,1,neutral,0
"Lots of valuable information but as I only had basic understanding of SQL coming into this course, it didn't really improve my confidence level in using it.  I had to purchase a SQL course from another vendor that was much more helpful in improving my understanding of the why, what and the how. ",4,1,neutral,0
This was the hardest course for me. There were times when it was difficult to follow the instructor because she was going to fast on her explanation and typing SQL series so quick when I thought this program is supposed to be for beginners or those who doesn't have analytics background. ,4,1,neutral,0
not a lot of details about sql even some videos required some more informationand all the files require permission to open so no files for any exercise  ,4,1,neutral,0
It hasn't been as descriptive and as consistent as the previous courses were and faced very minute trouble catching up with the instructor at times.,4,1,neutral,0
"This course provides a solid introduction to intermediate spreadsheet and basic SQL skills.  The instructor is clearly a skilled user of these tools and communicates most concepts and techniques clearly.  Occasionally the instructor while demonstrating a taught technique will use unexplained shortcuts in supporting code.  This makes replication as a novice more difficult.  Supporting information such as https://www.w3schools.com/sql/sql_count_avg_sum.asp is recommended for students to allow less frustration navigating BigQuery.  Discussion forums are full of students needing help with SQL syntax, case sensitive error, etc.  Responses are understandably slow and an ineffective way of addressing the students need.  This course has some sequencing issues where concepts/techniques required are taught after being required to complete an earlier activity.  The course should make use of the intracourse SQL functionality more frequently and in graduated complexity before introducing the use of BigQuery.  The gates, tested material is too simple to ensure that students have acquired pre-requisite skills before introducing subsequent material.",3,1,neutral,0
"I think the course materials are excellent and relevant, but it didn't do a good job explaining some important concepts, specifically the Subqueries in SQL. Not only did the course fail to explain the relevance and the motivation to initiate subquery, the pace of how different lines do and interact with the core main query way too fast. In addition the time needed to debug the queries to make it work quadrupled at least.  How different commands interact (Count/Group By) is also not adequately explained. Going forward, I think it would be more important to use visualization to explain the different parts of the Queries and how they interact, together to form a complex query on SQL. In the final quiz, the spreadsheet had a bug that prevents SORT function to function properly, with regards to sometime about circular and such. Overall it is a challenging course compare to the previous ones, and I hope they could make it much more clearer when doing these type of analysis. ",3,1,neutral,0
"The evaluations are still quite lenient as in other courses in the specialization but the subject material stepped up to some level of complexity in working with data. I faced a lot of issues with accessing the Google subject material since I received Access Denied messages when I tried to access them. Further, some public datasets referenced in the course material is already unavailable in Google Public Datasets. I expected some statistical methods and tools to be taught as well, but there is none of that here. It is just learning to organize data in SQL and Excel and then making some basic calculations to answer basic questions.",3,1,neutral,0
"There was too much information to understand, resources to review, and lab assignments to complete in four weeks. Although you learn information, the information has to stick and it is very easy to confuse the concepts because so much information overlaps. This course should have been stretched out in eight weeks.",3,1,neutral,0
"The instructor is clearly knowledgably and highly skilled. However, for people new to programming languages, there were many advanced concepts that were overwhelming. Additionally, some of the follow along SQL videos were much faster than they should have been and lacked explanation on a deeper level. ",3,1,neutral,0
"I learned a lot but at the same time there were a lot of issues with BigQuery not returning the intended results as shown in the examples. So, it was hard to follow and learn. Hopefully the extra reading materials are going to help out.",3,1,neutral,0
"Very confusing course. The instructor explained everything too fast. Of all courses so far I have done of the Google Data Analytics Certificate, this is the only one I haven't enjoyed, and the one I was looking forward the most",3,1,neutral,0
"Weeks 1 and 2 are pretty good, but then the rest just went from 0 to 100 in last then a second. Pace is way too high, specially in the SQL parts. On week 3, I left with a lot more questions than answers.",3,1,neutral,0
I found it difficult to follow this particular teacher. It seemed she often said one thing while the screen showed something different. Week four should have been divided. It was a bear to get through!!,3,1,neutral,0
Not as clear as the previous teacher. Sometimes the explanations requires further explanations as they're out of context and don't always make sense to novice learners. ,3,1,neutral,0
Disjointed. Lack of continuity. Increased frequency of typos in video transcriptions/subtitles. Complex concepts not explored or explained sufficiently.,3,1,neutral,0
Needs more SQL practice of queries to be honest. Just having the students ram SQL examples and type them out. ,3,1,neutral,0
"I think this course was lacking a lot, I rushed through most of the topics, the labs were also confusing",3,1,neutral,0
"I found this course the most difficult.

Especially for dealing with numbers.

",3,1,neutral,0
useless if u know sql already,3,1,neutral,0
"The tutror taught some topic very fastt such as join query and subquery. Also pivot table and temporary table. I think you should try to elobarate more on this topics as trhey are very imperative to learn for any data analyst. It's better to add more week on that topic to teach instead of other topics. The Tutor accent was too fast to understand and the length of the video is higher than previous videos so these were also led to dissatisfaction. However, I completed my course anyway although I have no answer that whether I learned it properly or not. Just opinion and experience.",2,1,bad,-1
"WOW.  WAY too many questions were asked about ASC vs DESC.  What an unremarkable topic to be so focused on, especially considering how easy it is to fix it if one uses the wrong sort order.  Considering how many functions there are out there that are so useful, to focus on ASC vs DESC as much as this course did was so ridiculous.  Focus on topics that don't take half a second to fix in the real world if you get them wrong.  Holy cow.",2,1,bad,-1
I did not like this course because some of the applications did not function properly and when I asked for help I was told to go to the forum that did absolutely nothing.,2,1,bad,-1
too much information is in this course that i think need to divide in small part and need more practice and more explanation,2,1,bad,-1
Sally should handle all SQL exercise,2,1,bad,-1
Does not go in depth into technical skills like other online courses such as Udacity. Tries to cover a lot of material such as spreadsheets and SQL very superficially. I would only recommend this course if you absolutely have no knowledge at all about data analysis.,1,1,bad,-1
dont like the teacher,1,1,bad,-1
"This course was extremely valuable and, like the other previous courses, was well-organised, with each section following the one before in a logical manner. I like how both spreadsheets and SQL are included and that the same skills are demonstrated in each. I found the SQL parts to be of most value to me, as I am very comfortable using spreadsheets, and these were taught in a simple-to-understand manner. One thing that was not touched upon was the output of analysis, as much of the content of this course appeared to be pre-processing, or preliminary analysis work. I think that one of the future courses (course 6-8) will contain more in terms of statistical analysis. All-in-all, a very good summary of the data analysis process and working with data once it's clean and correct.",5,0,good,1
"E<U+200B>ste módulo del curso es muy bueno. Tener en cuenta que es una introducción a SQL y a funciones un poco mas avanzadas en hojas de cálculos.

En SQL, aprenderás a acostumbrarte a la estructura básica SELECT FROM WHERE. Además verás en acción funciones como JOIN y sus variantes, GROUP BY, ORDER BY, HAVING, CASE y WITH. A medida que vas avanzando en el curso, los elementos y recursos que vas aprendiendo te va a ayudar a pensar en diferentes formas con las que puedes atacar tus ideas o proyectos.

Respecto a hojas de cálculos, aprenderás funciones como SUMIFS,  COUNTIFS, VLOOKUP. 

La profesora Ayanna <U+200B>es objetiva concisa y lleva muy bien las clases y el contenido.",5,0,good,1
"I absolutely love the diversity in the presenters for each of these courses in the program. The presenters were very knowledgeable but were excellent in breaking down the information in a beginner-friendly manner. There was so much content, but possible to learn and understand. I really loved the interactive lessons that gave the learner the plenty opportunity to practice the new content within each lesson.  I really enjoyed this program that helped me to learn what I needed to learn without feeling overwhelmed. It was also extremely helpful that the design of the new information was always presented in a manner that real-world applications.  ",5,0,good,1
"I enjoyed it. The SQL is new, most all of this is new. I chose this certificate over other things I could study in my free time because I believed it could offer me skills in my current professional role and it has delivered. Only 1/5 of my week might be spent working with data directly but these courses have helped me to respect data much more and helped me to use it in leveraging some situations. I do believe these courses will help me grow further with my career goals.",5,0,good,1
"Ayanna did a great job on guiding and sharing her experiences on analyzing data. The course did help me to understand fundamentals of the spreadsheet and bigquery, materials are all amazing and reachable. However there are still things I hope course might be improved: First is the syllabus, I do think team need to organize them and categorize them more precisely, secondly is the materials, there are so many of them, but the order sometimes confused me when I open links. ",5,0,good,1
"This was a challenging course. The instructor is very knowledgeable on Spreadsheets and SQL but there are some times when she goes too fast for beginners like myself. I suspect that this is probably due to limitations and restrictions that the team at Google placed on this course. It can be improved. But there are plenty of resources given to find the answers one is looking for, provided that the learner is willing to dig in and investigate. Wish you the best. ",5,0,good,1
Good content over all.  Well worth taking.  Warning: Some of the SQL examples fail to run in BigQuery as they are written in the course. That made it very frustrating to try to learn from them.  If you are new to SQL and don't get too attached to everything being perfect.  As long as you are learning the concepts you'll be OK.  Take the time to make great notes that you can use later in your career as a Data Analyst.,5,0,good,1
"This Course from Google, gave me an in-depth view of SQL and Spreadsheet Functions & Formulas for Data Analysis.Indeed, After completing this course, and following through the hands-on sessions on BigQuery, my SQL skills have been sharpened and my ability to have an in-depth approach to any data analytics project has been galvanized.The tutor was simply amazing too in her explanations.Victor IwuohaNigeria",5,0,good,1
"I like the way Google constructs the course. It truly aims for beginners with no prior experience required. The contents and exercises are focused enough so that students are familiarized with the new tools introduced via repetition of exercises and lectures. The facility given, the Google Cloud Platform, together with the assignments help to put the theory into practice. I enjoy it.",5,0,good,1
"This course gave great insights on how to analyze the data using tools like SQL and spreadsheets. It was easy to understand and thanks to resource materials it was possible to refer when stuck. Only thing I wish was if there was more hands on practices especially with the functions. Cause it can get quite confusing when using SQL and spreadsheet, due to the similarity.",5,0,good,1
"This is an essential element of analysis, and the instructor lead a fantastic facilitation of it. I learned quite a lot - not just in using the tools, but how to think through , with, and for the tools within spreadsheets and SQL. It was quite a lot to think on, learn and practice.  However, I felt the curve drive in learning was huge! Kudos to the instructor!",5,0,good,1
Its was really an engaging course with lots of practice exercise and quizes that hon your skills soo fast. I will recommend this course for everyone who wants to a career in start data analytics. the resources provided are so helpful  and detailed. The exposure to different types of data makes you understand how to work with various kinds of data.,5,0,good,1
"I finally got to know about what the analyzing step is and what we should do after a process step. Actually, here in a analyzing step, i recognized that skills of spreadsheet and SQL are essential throughout this step. Thank an instructor of this analyzing step making me open eye a new step i have never experienced.Bye,Kevin Song",5,0,good,1
The course is great and the content is good as well. I am getting educated on some new concepts that I did not know much about and it's exciting. The journey has been good thus far. Looking forward to even learning some more and of course at the same time being able to apply what I have learned so far.,5,0,good,1
This course have taught us every aspect of SQL and spreadsheet working together to have a skillful knowledge for data analysis. The practice exercises are well structured and easy to understand. Video tutorials discussed are helpful in processes of data analysis. This course is highly recommended.,5,0,good,1
"Nice course, with good practical examples, the functions, for example of SQL are repeated through all course, so it helps easy learn them. Just I thought that it was more complicated material about analyses process, maybe some complex calculation like using math function or statistics method ",5,0,good,1
"Amazing! I've used what I learned from course 1-4 to create a project and see if i can do some slight analysis on it before course 5. With this course, i was able to understand way more how to use SQL and Excel in data cleaning organizing, and some steps to think about while doing the work.",5,0,good,1
"Without prior experience in computer language, this one was intimidating.  Stay in the fight!  It's worth the work and you will be amazed how much you know once you've completed this course.  The resources, videos, and hands on tutorials are great.  You've got this! Best of luck to all!",5,0,good,1
"This course was a very useful tool to update my knowlege about data analitycs and to learn in a structured way the skills required to be a data analyst, I felt comfortable with challenges, the resources were very understandable, I simply loved it, thanks for material like this.",5,0,good,1
"This course covers SQL in detail and some of the most important spreadsheet functions like VLOOKUP and more. It also guides us through steps of analyzing, organizing and filtering data. This course has really helped me to learn new skills and use them for analysis purpose.",5,0,good,1
"So great course, I liked the big variety of assignments (quiz, Qwiklabs ) it very excellent course for learning analyzing data using spreadsheets and SQL language on Big Query. I learned a lot so  I am proud of being skilled with high level of analyzing data from Google.",5,0,good,1
"This course is by far the one with the most skills to learn and practice. Being able to take it at my own pace has helped these new concepts sink in, and being able to go back and review the course and the extra material will help  in the course of my career change.",5,0,good,1
"This course gives a clear understanding the basic how to use Spreadsheet and SQL to analyze data. Hands-on exercises provides the way to better understand certain function within Spreadsheet and SQL, how to use them and the result will be. Practice makes perfect! ",5,0,good,1
"This course honestly pushed me to my mental capacity considering at the pace and rate that im taking this course it was fairly straightforward and i honestly kept messing up on my syntax but practice makes perfect, a great course overall with great content.",5,0,good,1
I really liked this course. I've been learning by doing for almost 7 years of risk modelling experience and it is great to have the possibility to review some concepts. It is helping me to become more structured and professional. I totally recommend it :),5,0,good,1
"very happy with the pace on the SQL tasks. The one topic where Google does fail here, was in the video on Nested Queries. It goes from rookie to hard in a matter of seconds and there is absolutely no explanation on why all the additional instructions.",5,0,good,1
This course is very good for learning different SQL and spreadsheet functions which are used in the analysis of the data. I did interesting exercises in this course. It is great opportunity to learn from this course. Thank you Coursera and Google...,5,0,good,1
The instructor's teaching of this course was really engaging. Her explanation of the various aspects in analyzing data was clear. The examples and exercises from conditional functions in spreadsheets to SQL queries were also illuminating. Fantastic!,5,0,good,1
"Great course, hang in there. At times you may feel frustrated but upon completion you would feel satisfied. All great things in life will challenge you first, you need to be patient before you can reap the benefits. Good luck and enjoy the course.",5,0,good,1
"Wow!!!  What an amazing journey so far.  This course has taught me step by step, how to use each tool  for analyzing purposes more effectively and precisely. Thank you google team. Keep it up your this kind of good work for the community.",5,0,good,1
Thank you Google for such and amazing course content. the tutor is amazing . they are soo good and are able to break it down for easy understanding. very easy to follow and understand. I was absorbed in the course from beginning to end.,5,0,good,1
"It's a great elementary course  to be a data analyst. It helps me to scale up my data manipulation &  choose the perfect data for making business decision. Thanks Commonwealth of learning Google, & Coursera to give me this opportunity. ",5,0,good,1
Another very good course but one thing to keep in mind that complex queries are going to disturb you little bit because these are not well defined but overall this course will tell you everything about spreadsheets and sql,5,0,good,1
"There are some errors, such as videos stopping before they are over, and sheets that I didn't have access to. Also one question on the final was ambiguous whether the spelling error was part of the question or just a typo.",5,0,good,1
"This course was fantastic, I learned so many new things as i am learning for the first time, the educator was very good ,she explained each and every thing in detailed manner. looking forward to learn more amazing things.",5,0,good,1
Lot of new things. I found this course a bit challenging compare to the previous ones. I felt that Course Challenge had too many questions for an exam. Although the time frame was okay. Week 4 content was too lengthy. ,5,0,good,1
I loved how Ayana was teaching and her vast knowledge on calculations especially SQL make me admire her work and yearn to know or tackle complex questions the way she does.Otherwise I loved every bit of the lesson. ,5,0,good,1
Was a really tough course but learned so much. I'm really excited to start putting some of it into practice so I can truly understand how everything throughout this course works and how I'll use it in my career.,5,0,good,1
"Excellent combination of theory and hands on examples and work. The quiz is a real test, and helped me to clarify many concepts and the real use of functions and tools in both, spreadsheets and the use of SQL.",5,0,good,1
"Fue un curso con grandes beneficios y consejos al analizar los datos con herramientas como Excel y SQL, y te recuerda lo importante que es la validación de los datos antes de sacar conclusiones. Genial! ",5,0,good,1
An excellent course for learning analysis techniques using Spreadsheets and SQL. Recommended for all engineering and data science students as well as for those managing businesses and human resource.,5,0,good,1
"Phenomenal course and course instructor! You have made the complex SQL queries quite easy to understand and follow through. Great job!Notably, some of the video lessons had very low volumes. ",5,0,good,1
"a good course make you understand deeper about how to use Spreadsheet and sql to analyze data , althouth still are basic techniques but for beginners, i thinks this course is great to learn",5,0,good,1
"This course is very great for gaining hands-on experience with SQL, as well as instilling the critical thinking skills essential to the data analysis process. Definitely worth the pricetag.",5,0,good,1
The course was great with a lot of practise sessions to master the concepts taught. The instructor also did a great job in demistifying concepts using the most simple language as possible.,5,0,good,1
"This course needs time to take in information - some of the materials are very technical, but can be mastered with the right amount of practice. Highly relevant content for data analytics!",5,0,good,1
"Covers a lot of ground, effectively. However, a great deal more practice and familiarization with the tools and techniques will be necessary to approach a professional, job ready level.",5,0,good,1
great course. I have Learned alot of SQL and excel. I had just some ideas and very little Knowledge of SQL before doing This course But now i have got the confidence to do more and more,5,0,good,1
The course has taught me  not only specific objective related questions but even the act of reasoning and questioning why things happen and the best possible means of solving problems. ,5,0,good,1
"Exercises in SQL were moving a bit quicker than it was comfortable, so I feel like I will probably need to finish an additiional course in SQL after, everything else was perfect. ",5,0,good,1
This course was very informative and helped me understand SQL database skills.  It developed a solid foundation of knowledge for me working with SQL and Spreadsheet. Thank you!,5,0,good,1
I loved the course especially the additional opportunites to improve my SQL skills.  During the course I realized that my spreadsheet skills are better that I expected.  ,5,0,good,1
W<U+200B>ell defined functions and calculations in SQL and Spreadsheets (Excel). This was a helpful course even if you choose not to progress with the Analytics Certification.,5,0,good,1
I had been using SQL queries for several months now but this course just bumped my knowledge and productivity much higher and in a very approachable way. Great content!,5,0,good,1
"Great course! The instructor guided us detail by detail with the basics. Thought this is generally a difficult course, the instructor went smoothly with each lessons.",5,0,good,1
I think this was the most comprehensive technical course along with the course involving learning R. A similar course on python in data analyst role would be helpful.,5,0,good,1
